machineID,machine_include_apps,machine_include_containers
m_1782,10,14
m_1812,9,12
m_3087,13,17
m_1665,10,13
m_1194,21,21
m_818,12,14
m_71,14,17
m_3575,5,14
m_1427,16,20
m_978,4,4
m_1470,8,8
m_95,12,14
m_83,12,13
m_1492,22,22
m_3292,9,9
m_692,10,17
m_3049,13,16
m_672,13,16
m_3882,14,17
m_487,16,24
m_903,12,19
m_3649,10,10
m_1521,11,17
m_3195,7,7
m_3808,9,9
m_1752,8,11
m_3599,8,8
m_3828,8,8
m_1976,9,9
m_3912,13,14
m_1046,17,17
m_2750,11,11
m_1084,10,10
m_269,10,10
m_2497,16,18
m_817,15,16
m_2715,9,13
m_2184,10,10
m_2933,9,14
m_3999,10,15
m_1831,31,31
m_1168,20,23
m_1836,15,20
m_2609,18,18
m_1823,17,17
m_1449,9,9
m_2511,10,10
m_4011,10,10
m_1693,18,19
m_2396,14,20
m_2491,13,13
m_2393,9,9
m_3272,25,25
m_1647,15,16
m_2278,11,14
m_3732,9,13
m_2209,6,7
m_2310,13,17
m_1229,8,8
m_2403,12,19
m_3781,14,17
m_3025,14,17
m_2772,14,14
m_413,16,16
m_987,10,14
m_436,11,11
m_2948,15,20
m_921,8,8
m_2081,31,31
m_2079,10,10
m_637,8,8
m_2206,15,16
m_1673,4,12
m_1699,14,18
m_2241,11,11
m_1000,16,18
m_2122,10,13
m_2133,8,8
m_3088,20,23
m_1585,15,15
m_847,15,17
m_3264,18,20
m_3089,10,10
m_697,14,17
m_1499,12,14
m_3424,16,19
m_122,9,9
m_3675,9,9
m_3690,14,17
m_2263,5,5
m_279,8,8
m_3314,11,16
m_667,16,18
m_3330,14,17
m_99,13,16
m_755,9,9
m_354,13,15
m_2870,19,23
m_538,9,9
m_3192,9,10
m_1014,14,16
m_206,8,8
m_3850,23,24
m_33,9,9
m_2761,10,10
m_930,8,11
m_3753,12,12
m_3899,22,23
m_2091,9,9
m_3511,16,25
m_425,13,18
m_2383,7,7
m_1299,9,9
m_984,9,11
m_1429,18,21
m_884,10,12
m_3114,9,9
m_3615,14,20
m_3280,11,15
m_1614,10,11
m_358,18,18
m_1018,12,19
m_2999,18,22
m_483,8,8
m_2367,21,23
m_3874,9,9
m_2221,14,19
m_2534,18,18
m_207,16,17
m_543,8,8
m_684,28,29
m_3650,13,18
m_1162,15,16
m_1709,8,14
m_1605,5,5
m_1584,7,7
m_657,25,25
m_2977,9,9
m_890,16,19
m_3222,22,24
m_1633,14,14
m_1809,10,10
m_2744,8,14
m_1938,8,8
m_3321,14,16
m_1820,9,16
m_1485,14,16
m_2231,10,14
m_1873,13,14
m_2375,10,10
m_340,9,9
m_2598,7,11
m_2266,15,19
m_1532,10,10
m_2774,10,10
m_3718,28,28
m_2965,13,15
m_416,17,20
m_936,28,28
m_1578,20,21
m_289,15,17
m_2288,12,13
m_2306,16,16
m_1368,16,22
m_2366,3,5
m_3155,9,9
m_973,17,18
m_130,14,14
m_205,28,28
m_726,10,11
m_1143,7,7
m_682,7,7
m_2020,13,15
m_1866,9,9
m_2801,18,18
m_463,28,28
m_1571,9,9
m_1379,21,21
m_292,10,10
m_3141,16,18
m_2641,20,22
m_816,9,9
m_643,9,9
m_1848,8,8
m_3214,17,17
m_1336,22,23
m_3508,16,17
m_1914,7,7
m_2620,13,17
m_3059,13,13
m_1623,15,16
m_1909,15,17
m_3492,8,9
m_2115,17,19
m_2347,21,24
m_3160,30,30
m_1760,4,4
m_90,22,23
m_1723,12,16
m_3254,18,19
m_857,9,9
m_2377,10,10
m_355,10,11
m_1877,20,20
m_4027,10,10
m_1351,4,4
m_2546,14,19
m_3110,15,19
m_3926,7,7
m_119,8,8
m_1160,18,22
m_3960,32,33
m_3255,16,20
m_953,12,12
m_2458,16,16
m_3612,9,10
m_3232,11,16
m_2013,26,26
m_255,13,16
m_2463,8,14
m_142,13,15
m_3374,15,15
m_3275,9,13
m_3364,17,21
m_3723,3,4
m_2016,10,10
m_2466,9,9
m_2381,19,22
m_666,15,15
m_2920,20,23
m_2942,9,9
m_3434,8,8
m_1366,8,8
m_2844,8,8
m_458,20,22
m_2434,11,12
m_3371,15,17
m_768,30,30
m_1262,11,12
m_1097,11,13
m_2008,19,22
m_1558,22,24
m_3300,17,19
m_1996,11,16
m_1937,7,7
m_1211,15,20
m_2431,12,16
m_2103,15,17
m_2891,8,8
m_1677,12,14
m_836,14,16
m_1182,9,9
m_3804,9,9
m_3624,32,32
m_1624,9,9
m_212,13,13
m_338,17,17
m_1150,8,8
m_1478,10,13
m_1608,8,8
m_451,30,30
m_1239,9,9
m_92,9,9
m_1784,10,14
m_902,9,9
m_593,13,15
m_1591,17,21
m_2101,10,14
m_1373,11,14
m_3537,9,9
m_2159,16,18
m_3054,9,9
m_1736,9,9
m_461,10,10
m_113,19,20
m_2958,7,11
m_3858,11,14
m_4022,10,10
m_562,7,7
m_514,10,10
m_1602,15,18
m_3016,8,9
m_3925,9,9
m_3490,15,15
m_3872,8,8
m_3970,12,12
m_3749,18,21
m_2998,11,11
m_1971,1,2
m_3772,18,23
m_1859,20,21
m_2630,9,9
m_687,14,18
m_3409,9,9
m_2568,25,25
m_598,9,9
m_2632,10,10
m_3057,10,11
m_912,30,30
m_1835,13,17
m_3676,16,16
m_2681,15,19
m_517,19,20
m_785,10,10
m_699,21,24
m_1376,10,10
m_1013,9,12
m_3620,15,18
m_2117,8,8
m_432,1,2
m_846,20,23
m_3600,18,18
m_1530,7,12
m_2352,10,17
m_3662,2,5
m_1206,15,15
m_2711,11,16
m_2167,9,9
m_3043,16,19
m_1793,14,16
m_3979,21,23
m_1979,14,17
m_1474,10,14
m_1763,9,9
m_2136,15,18
m_3159,11,11
m_52,7,7
m_1353,14,17
m_2249,15,15
m_3610,9,9
m_373,20,20
m_238,14,17
m_2494,16,24
m_3580,8,8
m_2700,10,13
m_3258,16,22
m_3343,32,32
m_797,7,12
m_2973,8,8
m_951,14,19
m_663,8,8
m_1433,16,18
m_1157,8,8
m_121,9,9
m_1450,11,14
m_530,15,16
m_3748,10,13
m_3974,16,20
m_2451,14,14
m_1944,14,16
m_3839,7,7
m_1880,9,9
m_2372,8,8
m_1319,20,20
m_909,29,29
m_2037,16,18
m_2712,10,11
m_1043,12,23
m_2836,21,24
m_1152,4,4
m_3257,10,10
m_381,9,9
m_3757,14,14
m_285,7,7
m_101,23,23
m_1791,28,28
m_1477,9,10
m_885,10,10
m_2155,10,10
m_3900,9,10
m_963,14,16
m_49,16,24
m_465,13,16
m_1100,16,22
m_2322,16,23
m_2207,19,19
m_3444,14,15
m_2214,10,14
m_1620,24,24
m_3743,9,9
m_1973,12,12
m_2785,8,8
m_234,17,22
m_208,6,14
m_1582,11,11
m_1522,17,22
m_2083,9,9
m_2592,18,18
m_2745,10,11
m_1129,7,7
m_3129,9,10
m_1397,8,8
m_70,19,19
m_2099,10,14
m_2157,30,31
m_1769,3,4
m_147,4,4
m_1105,8,8
m_272,9,9
m_3099,3,4
m_3711,15,20
m_3588,12,15
m_1387,9,9
m_863,18,21
m_698,14,17
m_3335,12,12
m_2475,11,11
m_1923,15,18
m_1690,4,4
m_3078,12,12
m_2842,22,22
m_3306,8,11
m_2108,15,18
m_1811,30,30
m_3708,18,19
m_172,9,9
m_3144,8,8
m_412,13,16
m_3957,10,13
m_1355,11,12
m_1422,9,9
m_1350,9,12
m_671,9,9
m_1489,29,29
m_1383,17,21
m_732,9,9
m_3026,11,14
m_1757,8,8
m_2991,22,22
m_3469,18,20
m_2736,6,6
m_1054,14,15
m_803,17,22
m_830,9,9
m_3742,10,10
m_1071,8,9
m_2080,14,19
m_3919,11,16
m_3369,4,4
m_2023,13,16
m_1822,14,17
m_3503,25,25
m_322,16,21
m_2562,14,18
m_1070,8,8
m_3813,11,12
m_1481,9,9
m_2649,9,9
m_2148,8,8
m_788,11,15
m_1002,12,16
m_2893,16,19
m_2695,12,13
m_2500,11,12
m_2815,13,14
m_193,9,9
m_1372,10,10
m_1039,8,8
m_3387,9,9
m_3929,11,11
m_2450,8,8
m_1324,9,9
m_1463,9,13
m_1034,3,3
m_3980,14,19
m_1454,16,24
m_359,15,18
m_454,10,10
m_1889,14,14
m_1494,15,18
m_3644,10,12
m_777,8,8
m_3,23,23
m_1621,17,23
m_365,18,21
m_1535,15,17
m_74,18,20
m_1126,29,29
m_1634,13,16
m_386,12,12
m_3909,10,10
m_3604,10,17
m_178,20,24
m_2706,9,9
m_3010,13,14
m_950,11,14
m_3150,12,14
m_2911,8,8
m_2406,12,12
m_31,14,16
m_3823,13,14
m_723,9,9
m_2698,19,20
m_3586,10,10
m_3017,12,12
m_3351,11,14
m_1524,17,17
m_810,11,11
m_3637,12,15
m_1469,10,11
m_3007,8,8
m_2917,13,19
m_3829,8,8
m_763,31,31
m_258,15,15
m_513,8,8
m_3174,9,9
m_3415,10,12
m_1226,8,10
m_1244,9,9
m_1759,9,9
m_431,10,10
m_623,8,8
m_3559,17,17
m_2678,13,17
m_1895,8,13
m_1765,15,20
m_880,7,7
m_3080,9,9
m_925,9,9
m_3422,11,14
m_954,17,17
m_3847,7,7
m_3648,10,14
m_2234,15,19
m_957,8,8
m_1664,13,16
m_3814,15,20
m_2791,10,10
m_2584,7,7
m_222,10,11
m_3167,10,10
m_864,10,10
m_2734,10,14
m_3296,3,3
m_400,9,9
m_1982,9,9
m_3651,8,8
m_3589,12,13
m_2391,11,11
m_3375,9,9
m_553,10,10
m_1560,17,19
m_17,6,6
m_3325,9,9
m_2882,9,9
m_2284,10,10
m_2499,27,27
m_363,9,9
m_3579,13,16
m_2586,17,17
m_1592,9,10
m_1869,15,18
m_1846,9,12
m_2273,12,15
m_1886,9,9
m_4002,9,11
m_1531,10,10
m_2203,11,14
m_104,11,12
m_1853,30,30
m_302,9,9
m_2313,8,8
m_184,10,10
m_3653,11,12
m_1099,16,22
m_3414,8,8
m_617,5,6
m_3263,9,10
m_299,9,9
m_3406,19,21
m_1260,12,15
m_3158,9,9
m_2756,13,16
m_1924,15,25
m_2460,3,4
m_3864,10,10
m_914,10,10
m_3442,10,14
m_4020,15,25
m_3229,5,6
m_3138,16,19
m_3269,8,8
m_407,9,9
m_710,16,18
m_1667,16,22
m_3478,9,9
m_1479,7,7
m_1149,8,8
m_3824,15,16
m_2757,11,14
m_2997,3,3
m_3931,10,10
m_3777,10,13
m_2831,8,8
m_278,22,24
m_3819,6,6
m_1487,2,2
m_2373,12,16
m_185,8,8
m_1967,9,10
m_2410,18,21
m_2764,16,17
m_305,9,9
m_1062,21,21
m_2024,10,10
m_1894,11,11
m_891,9,13
m_1123,2,2
m_1173,11,11
m_990,8,8
m_18,15,19
m_1849,12,12
m_3023,10,10
m_1926,9,9
m_1985,9,9
m_2237,12,13
m_3564,13,17
m_1153,8,12
m_3464,18,19
m_226,9,9
m_1981,15,18
m_1587,13,18
m_1359,10,10
m_3844,11,13
m_3771,13,16
m_2222,9,9
m_1179,8,10
m_1045,8,8
m_2480,8,8
m_3545,7,7
m_4029,9,9
m_3906,9,13
m_27,15,17
m_3684,9,11
m_2659,9,9
m_2522,21,23
m_385,8,8
m_901,23,23
m_3704,11,18
m_575,8,10
m_1796,13,15
m_1146,8,12
m_336,9,9
m_2326,9,9
m_1284,17,23
m_1833,10,10
m_80,33,33
m_1031,14,16
m_1675,13,19
m_934,17,21
m_3067,8,8
m_2439,9,9
m_197,9,9
m_2374,10,14
m_3113,8,8
m_3066,14,19
m_746,14,16
m_3540,8,8
m_2469,4,5
m_2682,9,11
m_3695,14,19
m_2264,17,22
m_3584,11,11
m_2783,10,10
m_1274,8,9
m_2229,11,11
m_87,8,8
m_306,8,8
m_1101,10,10
m_1460,8,8
m_2773,10,10
m_214,10,10
m_2983,13,15
m_47,19,23
m_1195,14,17
m_1774,13,15
m_2910,8,8
m_3084,17,19
m_3134,5,5
m_2792,9,9
m_3915,3,4
m_1428,11,11
m_401,21,21
m_2457,13,14
m_3966,10,11
m_2543,3,3
m_2139,9,9
m_2905,18,20
m_815,7,10
m_3002,9,9
m_1933,11,11
m_1749,11,13
m_516,7,7
m_938,9,9
m_3936,11,14
m_84,12,14
m_611,13,14
m_1683,18,19
m_1652,9,9
m_3339,10,10
m_3432,9,9
m_3994,11,11
m_2087,7,7
m_198,9,9
m_2723,9,9
m_383,9,9
m_3818,13,13
m_3358,13,19
m_3563,5,5
m_1049,11,11
m_751,8,9
m_2,8,8
m_2551,6,8
m_2936,20,20
m_1735,13,15
m_3282,9,9
m_2655,9,9
m_2075,12,13
m_3641,11,13
m_2778,8,8
m_3830,11,11
m_636,9,9
m_82,13,15
m_2295,5,6
m_219,11,11
m_1841,12,16
m_3118,9,9
m_2860,15,17
m_2318,3,3
m_45,1,2
m_1320,8,8
m_2483,9,9
m_1304,9,9
m_2770,9,9
m_1565,11,11
m_1727,6,6
m_2989,7,7
m_2328,8,8
m_2376,16,17
m_1682,8,8
m_1516,7,7
m_2663,9,9
m_2865,10,10
m_586,10,10
m_2493,12,12
m_2002,10,10
m_3928,9,9
m_235,5,5
m_2339,1,1
m_3452,9,9
m_1298,11,12
m_2009,10,10
m_1743,7,7
m_351,9,9
m_3905,1,1
m_3101,8,8
m_996,9,9
m_1655,19,19
m_225,13,15
m_587,6,6
m_3907,11,14
m_3451,9,9
m_3756,9,9
m_1098,12,13
m_2877,8,8
m_3487,8,8
m_2050,10,10
m_905,8,8
m_2585,6,6
m_518,7,7
m_2569,10,10
m_4008,14,14
m_3035,8,8
m_286,3,3
m_3841,4,4
m_2576,9,10
m_1919,9,9
m_3937,9,9
m_3324,9,11
m_1222,9,9
m_1035,10,10
m_190,10,12
m_1068,8,8
m_140,7,7
m_6,9,9
m_2886,1,3
m_893,9,9
m_2090,19,19
m_605,8,8
m_348,19,23
m_916,3,3
m_3441,9,9
m_448,8,8
m_1444,5,5
m_325,3,3
m_1184,4,4
m_2369,1,2
m_328,10,10
m_370,8,8
m_523,3,3
m_1975,2,2
m_2286,8,8
m_1817,10,10
m_2601,10,10
m_2832,10,10
m_476,7,7
m_1642,10,10
m_886,11,13
m_475,8,11
m_1731,1,2
m_3592,7,7
m_1174,4,4
m_449,4,4
m_2275,7,7
m_257,9,9
m_2662,4,4
m_3782,9,9
m_182,9,9
m_2193,2,3
m_2676,3,3
m_882,9,9
m_3260,8,8
m_3039,2,3
m_3668,6,6
m_3291,3,3
m_3496,2,4
m_3657,1,1
m_1564,1,1
m_842,1,2
m_2530,2,2
m_2975,1,1
